School Name,School Name [Public School] 2010-11,School ID - NCES Assigned [Public School] 2010-11,Agency Name [Public School] 2010-11,Agency ID - NCES Assigned [Public School] 2010-11,County Name [Public School] 2010-11,County Number [Public School] 2010-11,Location Address [Public School] 2010-11,Location City [Public School] 2010-11,Location State Abbr [Public School] 2010-11,Location ZIP [Public School] 2010-11,Location ZIP4 [Public School] 2010-11,Phone Number [Public School] 2010-11,School Type [Public School] 2010-11,Agency Type [District] 2010-11,Operational Status [Public School] 2010-11,Charter School [Public School] 2010-11,Latitude [Public School] 2010-11,Longitude [Public School] 2010-11,State School ID [Public School] 2010-11,State Agency ID [Public School] 2010-11
"LYME-OLD LYME HIGH SCHOOL, CT",LYME-OLD LYME HIGH SCHOOL,90354000763,REGIONAL SCHOOL DISTRICT 18,903540,NEW LONDON COUNTY,9011,69 LYME ST,OLD LYME,CT,6371,2335,8604341651,1-Regular school,1-Local school district,1-Currently operational,2-No,41.319711,-72.329262,61,218
"LYME-OLD LYME MIDDLE SCHOOL, CT",LYME-OLD LYME MIDDLE SCHOOL,90354001123,REGIONAL SCHOOL DISTRICT 18,903540,NEW LONDON COUNTY,9011,53 LYME ST,OLD LYME,CT,6371,2335,8604342568,1-Regular school,1-Local school district,1-Currently operational,2-No,41.31779,-72.329504,51,218
"LYNBROOK NORTH MIDDLE SCHOOL, NY",LYNBROOK NORTH MIDDLE SCHOOL,361791000000,LYNBROOK UNION FREE SCHOOL DISTRICT,3617910,NASSAU COUNTY,36059,529 MERRICK RD,LYNBROOK,NY,11563,2453,5168870282,1-Regular school,1-Local school district,1-Currently operational,2-No,40.659657,-73.680473,280220000000,280220000000
"LYNBROOK SENIOR HIGH SCHOOL, NY",LYNBROOK SENIOR HIGH SCHOOL,361791000000,LYNBROOK UNION FREE SCHOOL DISTRICT,3617910,NASSAU COUNTY,36059,9 UNION AVE,LYNBROOK,NY,11563,3349,5168870200,1-Regular school,1-Local school district,1-Currently operational,2-No,40.653941,-73.671919,280220000000,280220000000
"LYNBROOK SOUTH MIDDLE SCHOOL, NY",LYNBROOK SOUTH MIDDLE SCHOOL,361791000000,LYNBROOK UNION FREE SCHOOL DISTRICT,3617910,NASSAU COUNTY,36059,333 UNION AVE,LYNBROOK,NY,11563,4264,5168870267,1-Regular school,1-Local school district,1-Currently operational,2-No,40.644817,-73.68082,280220000000,280220000000
"LYNCOURT SCHOOL, NY",LYNCOURT SCHOOL,361794000000,LYNCOURT UNION FREE SCHOOL DISTRICT,3617940,ONONDAGA COUNTY,36067,27072709 COURT ST,SYRACUSE,NY,13208,3234,3154557571,1-Regular school,1-Local school district,1-Currently operational,2-No,43.083986,-76.132086,421504000000,421504000000
"LYNCREST, NJ",LYNCREST,340498000000,FAIR LAWN,3404980,BERGEN COUNTY,34003,MORLOT AVE,FAIR LAWN,NJ,7410,1698,2017945557,1-Regular school,1-Local school district,1-Currently operational,2-No,40.93153,-74.111485,100,31450
"LYNDHURST ANNEX, NJ",LYNDHURST ANNEX,340001000000,SOUTH BERGEN JOINTURE COM,3400007,BERGEN COUNTY,34003,624 PAGE AVE,LYNDHURST,NJ,7071,,2015311420,2-Special education school,1-Local school district,1-Currently operational,2-No,40.803722,-74.120929,80,34845
"LYNDHURST HIGH, NJ",LYNDHURST HIGH,340921000000,LYNDHURST TOWNSHIP,3409210,BERGEN COUNTY,34003,FERN AND WEART AVES,LYNDHURST,NJ,7071,2392,2018962100,1-Regular school,1-Local school district,1-Currently operational,2-No,40.809545,-74.126892,50,32860
"LYNDON H STROUGH MIDDLE SCHOOL, NY",LYNDON H STROUGH MIDDLE SCHOOL,362490000000,ROME CITY SCHOOL DISTRICT,3624900,ONEIDA COUNTY,36065,801 LAUREL ST,ROME,NY,13440,3229,3153385200,1-Regular school,1-Local school district,1-Currently operational,2-No,43.22851,-75.460672,411800000000,411800000000
"LYNDONVILLE ELEMENTARY SCHOOL, NY",LYNDONVILLE ELEMENTARY SCHOOL,361797000000,LYNDONVILLE CENTRAL SCHOOL DISTRICT,3617970,ORLEANS COUNTY,36073,90 MAIN ST,LYNDONVILLE,NY,14098,540,5857653122,1-Regular school,1-Local school district,1-Currently operational,2-No,43.323676,-78.388761,451001000000,451001000000
"LYNN CREST, NJ",LYNN CREST,341812000000,WOODBRIDGE TOWNSHIP,3418120,MIDDLESEX COUNTY,34023,NEW DOVER RD,COLONIA,NJ,7067,,7324996558,1-Regular school,1-Local school district,1-Currently operational,2-No,40.587259,-74.313497,210,235850
"LYNNWOOD ELEMENTARY SCHOOL, NY",LYNNWOOD ELEMENTARY SCHOOL,361308000000,GUILDERLAND CENTRAL SCHOOL DISTRICT,3613080,ALBANY COUNTY,36001,8 REGINA DR,SCHENECTADY,NY,12303,5437,5183557930,1-Regular school,1-Local school district,1-Currently operational,2-No,42.725221,-73.946346,10802060007,10802060000
"LYNWOOD AVENUE SCHOOL, NY",LYNWOOD AVENUE SCHOOL,362535000000,SACHEM CENTRAL SCHOOL DISTRICT,3625350,SUFFOLK COUNTY,36103,50 LYNWOOD AVE,FARMINGVILLE,NY,11738,1977,6316968650,1-Regular school,1-Local school district,1-Currently operational,2-No,40.83283,-73.030049,580205000000,580205000000
"LYONS COMMUNITY SCHOOL, NY",LYONS COMMUNITY SCHOOL,360012000000,NEW YORK CITY GEOGRAPHIC DISTRICT #14,3600119,KINGS COUNTY,36047,223 GRAHAM AVE,BROOKLYN,NY,11206,,7187820918,1-Regular school,2-Local school district component of supervisory union,1-Currently operational,2-No,40.709984,-73.943708,331400000000,331400000000
"LYONS ELEMENTARY SCHOOL, NY",LYONS ELEMENTARY SCHOOL,361803000000,LYONS CENTRAL SCHOOL DISTRICT,3618030,WAYNE COUNTY,36117,98 WILLIAM ST,LYONS,NY,14489,1550,3159462200,1-Regular school,1-Local school district,1-Currently operational,2-No,43.065456,-76.991177,650501000000,650501000000
"LYONS MIDDLE SCHOOL, NY",LYONS MIDDLE SCHOOL,361803000000,LYONS CENTRAL SCHOOL DISTRICT,3618030,WAYNE COUNTY,36117,10 CLYDE RD,LYONS,NY,14489,9371,3159462200,1-Regular school,1-Local school district,1-Currently operational,2-No,43.06399,-76.988478,650501000000,650501000000
"LYONS SENIOR HIGH SCHOOL, NY",LYONS SENIOR HIGH SCHOOL,361803000000,LYONS CENTRAL SCHOOL DISTRICT,3618030,WAYNE COUNTY,36117,10 CLYDE RD,LYONS,NY,14489,9371,3159462200,1-Regular school,1-Local school district,1-Currently operational,2-No,43.06399,-76.988478,650501000000,650501000000
"M A T E S, NJ",M A T E S,341198000000,OCEAN COUNTY VOCATIONAL S,3411980,OCEAN COUNTY,34029,195 CEDAR BRIDGE RD,MANAHAWKIN,NJ,8050,,6099788439,3-Vocational school,1-Local school district,1-Currently operational,2-No,39.711266,-74.258392,45,293790
"M B GARVIN MICROSOCIETY S, NJ",M B GARVIN MICROSOCIETY S,340423000000,EAST ORANGE,3404230,ESSEX COUNTY,34013,Y GROVE PLACE,EAST ORANGE,NJ,7017,4706,9732665890,1-Regular school,1-Local school district,1-Currently operational,2-No,40.759804,-74.2012,100,131210
"M CLIFFORD MILLER MIDDLE SCHOOL, NY",M CLIFFORD MILLER MIDDLE SCHOOL,361629000000,KINGSTON CITY SCHOOL DISTRICT,3616290,ULSTER COUNTY,36111,65 FORDING PLACERD,LAKE KATRINE,NY,12449,5221,8453822960,1-Regular school,1-Local school district,1-Currently operational,2-No,41.979929,-74.001297,620600000000,620600000000
"M SCOTT CARPENTER, NJ",M SCOTT CARPENTER,340927000000,OLD BRIDGE TOWNSHIP,3409270,MIDDLESEX COUNTY,34023,1 PAR AVE,OLD BRIDGE,NJ,8857,3045,7323604452,1-Regular school,1-Local school district,1-Currently operational,2-No,40.398729,-74.336223,133,233845
"M. D. FOX COMPACT SCHOOL, CT",M. D. FOX COMPACT SCHOOL,90192000364,HARTFORD SCHOOL DISTRICT,901920,HARTFORD COUNTY,9003,470 MAPLE AVE,HARTFORD,CT,6114,1215,8606953600,1-Regular school,1-Local school district,1-Currently operational,2-No,41.746595,-72.680861,8,64
"M. L. KING SCHOOL, CT",M. L. KING SCHOOL,90192000369,HARTFORD SCHOOL DISTRICT,901920,HARTFORD COUNTY,9003,25 RIDGEFIELD ST,HARTFORD,CT,6112,1835,8606953980,1-Regular school,1-Local school district,1-Currently operational,2-No,41.785656,-72.695998,16,64
"M.S.U. @ NEW LISBON, NJ",M.S.U. @ NEW LISBON,340009000000,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,3400085,BURLINGTON COUNTY,34005,M SOUTH U NEW LISBON,NEW LISBON,NJ,8064,,7325054180,4-Alternative/other school,5-State-operated institution,3-New school,2-No,39.88851,-74.58011,181,218501
"MABELLE B. AVERY MIDDLE SCHOOL, CT",MABELLE B. AVERY MIDDLE SCHOOL,90414000818,SOMERS SCHOOL DISTRICT,904140,TOLLAND COUNTY,9013,NINTH DISTRICT RD,SOMERS,CT,6071,9609,8607630723,1-Regular school,1-Local school district,1-Currently operational,2-No,41.97988,-72.46104,51,129
"MAC FARLAND INTERMEDIATE, NJ",MAC FARLAND INTERMEDIATE,340203000000,BORDENTOWN REGIONAL SCHOO,3402030,BURLINGTON COUNTY,34005,87 CROSSWICKS ST,BORDENTOWN,NJ,8505,1767,6092980674,1-Regular school,1-Local school district,1-Currently operational,2-No,40.146305,-74.707944,90,50475
"MACAFEE, NJ",MACAFEE,340549000000,FRANKLIN TOWNSHIP,3405490,SOMERSET COUNTY,34035,53 MACAFEE RD,SOMERSET,NJ,8873,2949,7322499097,1-Regular school,1-Local school district,1-Currently operational,2-No,40.495128,-74.499816,115,351610
"MACARTHUR SCHOOL, NY",MACARTHUR SCHOOL,360487000000,BINGHAMTON CITY SCHOOL DISTRICT,3604870,BROOME COUNTY,36007,1123 VESTAL AVE,BINGHAMTON,NY,13903,1599,6077628182,1-Regular school,1-Local school district,1-Currently operational,2-No,42.086809,-75.919643,30200010011,30200010000
"MACDONOUGH SCHOOL, CT",MACDONOUGH SCHOOL,90249000458,MIDDLETOWN SCHOOL DISTRICT,902490,MIDDLESEX COUNTY,9007,66 SPRING ST,MIDDLETOWN,CT,6457,2262,8603478553,1-Regular school,1-Local school district,1-Currently operational,2-No,41.566334,-72.656236,9,83
"MACDOUGALL/WALKER CORRECTIONAL INSTITUTION, CT",MACDOUGALL/WALKER CORRECTIONAL INSTITUTION,90000300469,UNIFIED SCHOOL DISTRICT #1,900003,HARTFORD COUNTY,9003,1153 EAST ST SOUTH,SUFFIELD,CT,6078,2447,8606272109,4-Alternative/other school,5-State-operated institution,1-Currently operational,2-No,41.948344,-72.628266,22,336
"MACLARY (R. ELISABETH) ELEMENTARY SCHOOL, DE",MACLARY (R. ELISABETH) ELEMENTARY SCHOOL,100020000000,CHRISTINA SCHOOL DISTRICT,1000200,NEW CASTLE COUNTY,10003,300 ST REGIS DR,NEWARK,DE,19711,3800,3024542142,1-Regular school,1-Local school district,1-Currently operational,2-No,39.700684,-75.735475,324,33
"MACOPIN, NJ",MACOPIN,341752000000,WEST MILFORD TOWNSHIP,3417520,PASSAIC COUNTY,34031,70 HIGHLANDER DR,WEST MILFORD,NJ,7480,1511,9736975691,1-Regular school,1-Local school district,1-Currently operational,2-No,41.080495,-74.385616,55,315650
"MADILL SCHOOL, NY",MADILL SCHOOL,362166000000,OGDENSBURG CITY SCHOOL DISTRICT,3621660,ST. LAWRENCE COUNTY,36089,800 JEFFERSON AVE,OGDENSBURG,NY,13669,3098,3153937729,1-Regular school,1-Local school district,1-Currently operational,2-No,44.684388,-75.50213,512300000000,512300000000
"MADISON, NJ",MADISON,341353000000,RAHWAY,3413530,UNION COUNTY,34039,944 MADISON AVE,RAHWAY,NJ,7065,1803,7323961070,1-Regular school,1-Local school district,1-Currently operational,2-No,40.609349,-74.29331,110,394290
"MADISON AT CHANCELLOR SOUTH, NJ",MADISON AT CHANCELLOR SOUTH,340768000000,IRVINGTON TOWNSHIP,3407680,ESSEX COUNTY,34013,163   MADISON AVE,IRVINGTON,NJ,7111,2152,9733996870,1-Regular school,1-Local school district,1-Currently operational,2-No,40.731843,-74.228153,120,132330
"MADISON CENTRAL SCHOOL, NY",MADISON CENTRAL SCHOOL,361808000000,MADISON CENTRAL SCHOOL DISTRICT,3618080,MADISON COUNTY,36053,7303ROUTE 20,MADISON,NY,13402,155,3158931878,1-Regular school,1-Local school district,1-Currently operational,2-No,42.898197,-75.51533,251101000000,251101000000
"MADISON ELEM, NJ",MADISON ELEM,341134000000,NEWARK,3411340,ESSEX COUNTY,34013,823 SOUTH 16TH ST,NEWARK,NJ,7108,1118,9733742890,1-Regular school,1-Local school district,1-Currently operational,2-No,40.72654,-74.211811,500,133570
"MADISON ELEMENTARY SCHOOL, NY",MADISON ELEMENTARY SCHOOL,361866000000,MASSENA CENTRAL SCHOOL DISTRICT,3618660,ST. LAWRENCE COUNTY,36089,25 OWL AVE,MASSENA,NY,13662,1999,3157643740,1-Regular school,1-Local school district,1-Currently operational,2-No,44.944898,-74.905468,512001000000,512001000000
"MADISON HIGH, NJ",MADISON HIGH,340924000000,MADISON,3409240,MORRIS COUNTY,34027,RIDGEDALE AVE,MADISON,NJ,7940,1295,9735933117,1-Regular school,1-Local school district,1-Currently operational,2-No,40.76988,-74.40818,50,272870
"MADISON JR, NJ",MADISON JR,340924000000,MADISON,3409240,MORRIS COUNTY,34027,MAIN ST,MADISON,NJ,7940,,9735933149,1-Regular school,1-Local school district,1-Currently operational,2-No,40.761009,-74.418095,100,272870
"MADISON MIDDLE SCHOOL, CT",MADISON MIDDLE SCHOOL,90462000933,TRUMBULL SCHOOL DISTRICT,904620,FAIRFIELD COUNTY,9001,4630 MADISON AVE,TRUMBULL,CT,6611,1732,2034524496,1-Regular school,1-Local school district,1-Currently operational,2-No,41.25403,-73.246358,51,144
"MADISON PARK, NJ",MADISON PARK,340927000000,OLD BRIDGE TOWNSHIP,3409270,MIDDLESEX COUNTY,34023,33 HARVARD RD,PARLIN,NJ,8859,1211,7323604485,1-Regular school,1-Local school district,1-Currently operational,2-No,40.451741,-74.308014,120,233845
"MADISON SCHOOL, CT",MADISON SCHOOL,90045000074,BRIDGEPORT SCHOOL DISTRICT,900450,FAIRFIELD COUNTY,9001,376 WAYNE ST,BRIDGEPORT,CT,6609,,2035767186,1-Regular school,1-Local school district,1-Currently operational,2-No,41.202592,-73.209127,20,15
"MADISON SCHOOL  NO 10, NJ",MADISON SCHOOL  NO 10,340576000000,GARFIELD,3405760,BERGEN COUNTY,34003,99 MARSELLUS PLACE,GARFIELD,NJ,7026,,9732532716,1-Regular school,1-Local school district,1-Currently operational,2-No,40.867181,-74.103984,205,31700
"MADISON-ONEIDA BOCES, NY",MADISON-ONEIDA BOCES,368048000000,MADISON-ONEIDA BOCES,3680480,ONEIDA COUNTY,36065,4937 SPRING RD,VERONA,NY,13478,168,3153615510,2-Special education school,4-Regional education services agency,1-Currently operational,2-No,43.138037,-75.560423,259000000000,259000000000
"MADRID WADDINGTON ELEMENTARY SCHOOL, NY",MADRID WADDINGTON ELEMENTARY SCHOOL,361809000000,MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,3618090,ST. LAWRENCE COUNTY,36089,2582 STATE HWY 345,MADRID,NY,13660,67,3153225634,1-Regular school,1-Local school district,1-Currently operational,2-No,44.78662,-75.153991,511901000000,511901000000
"MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL, NY",MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL,361809000000,MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,3618090,ST. LAWRENCE COUNTY,36089,2582 STATE HWY 345,MADRID,NY,13660,67,3153225746,1-Regular school,1-Local school district,1-Currently operational,2-No,44.78662,-75.153991,511901000000,511901000000
"MAE E REYNOLDS SCHOOL, NY",MAE E REYNOLDS SCHOOL,360387000000,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,3603870,ONONDAGA COUNTY,36067,222 DEERWOOD DR,BALDWINSVILLE,NY,13027,3190,3156386124,1-Regular school,1-Local school district,1-Currently operational,2-No,43.134478,-76.312955,420901000000,420901000000
"MAGNET SCHOOL FOR SCIENCE AND TECHNOLOGY, NY",MAGNET SCHOOL FOR SCIENCE AND TECHNOLOGY,360009000000,NEW YORK CITY GEOGRAPHIC DISTRICT #15,3600092,KINGS COUNTY,36047,1625 11TH AVE,BROOKLYN,NY,11215,,7187680057,1-Regular school,2-Local school district component of supervisory union,1-Currently operational,2-No,40.657467,-73.976107,331500000000,331500000000
"MAGNET SCHOOL OF MATH, SCIENCE & DESIGN TECH, NY","MAGNET SCHOOL OF MATH, SCIENCE & DESIGN TECH",360009000000,NEW YORK CITY GEOGRAPHIC DISTRICT #15,3600092,KINGS COUNTY,36047,511 7TH AVE,BROOKLYN,NY,11215,,7189651190,1-Regular school,2-Local school district component of supervisory union,1-Currently operational,2-No,40.660987,-73.986526,331500000000,331500000000
"MAGNOLIA, NJ",MAGNOLIA,340930000000,MAGNOLIA BOROUGH,3409300,CAMDEN COUNTY,34007,420 NORTH WARWICK RD,MAGNOLIA,NJ,8049,1320,8567832996,1-Regular school,1-Local school district,1-Currently operational,2-No,39.8581,-75.0337,50,72890
"MAGOWAN, NJ",MAGOWAN,340447000000,EDGEWATER PARK TOWNSHIP,3404470,BURLINGTON COUNTY,34005,405 CHERRIX AVE,EDGEWATER PARK,NJ,8010,,6098771430,1-Regular school,1-Local school district,1-Currently operational,2-No,40.058518,-74.908046,50,51280
"MAHALA F ATCHISON, NJ",MAHALA F ATCHISON,341620000000,TINTON FALLS,3416200,MONMOUTH COUNTY,34025,961 SYCAMORE AVE,TINTON FALLS,NJ,7724,3199,7325422500,1-Regular school,1-Local school district,1-Currently operational,2-No,40.314744,-74.090623,30,255185
"MAHOPAC FALLS ELEMENTARY SCHOOL, NY",MAHOPAC FALLS ELEMENTARY SCHOOL,361812000000,MAHOPAC CENTRAL SCHOOL DISTRICT,3618120,PUTNAM COUNTY,36079,100 MYRTLE AVE,MAHOPAC,NY,10541,4645,8456210656,1-Regular school,1-Local school district,1-Currently operational,2-No,41.366278,-73.760489,480101000000,480101000000
"MAHOPAC HIGH SCHOOL, NY",MAHOPAC HIGH SCHOOL,361812000000,MAHOPAC CENTRAL SCHOOL DISTRICT,3618120,PUTNAM COUNTY,36079,421 BALDWIN PLACERD,MAHOPAC,NY,10541,4631,8456283256,1-Regular school,1-Local school district,1-Currently operational,2-No,41.36932,-73.753633,480101000000,480101000000
"MAHOPAC MIDDLE SCHOOL, NY",MAHOPAC MIDDLE SCHOOL,361812000000,MAHOPAC CENTRAL SCHOOL DISTRICT,3618120,PUTNAM COUNTY,36079,425 BALDWIN PLACERD,MAHOPAC,NY,10541,4630,8456211330,1-Regular school,1-Local school district,1-Currently operational,2-No,41.369561,-73.753488,480101000000,480101000000
"MAHWAH HIGH SCHOOL, NJ",MAHWAH HIGH SCHOOL,340933000000,MAHWAH TOWNSHIP,3409330,BERGEN COUNTY,34003,50 RIDGE RD,MAHWAH,NJ,7430,3400,2015295001,1-Regular school,1-Local school district,1-Currently operational,2-No,41.091903,-74.156547,50,32900
"MAIN ROAD SCHOOL, NJ",MAIN ROAD SCHOOL,340543000000,FRANKLIN TOWNSHIP,3405430,GLOUCESTER COUNTY,34015,1452 MAIN RD,NEWFIELD,NJ,8344,5341,8566970220,1-Regular school,1-Local school district,1-Currently operational,2-No,39.555249,-74.998645,95,151590
"MAIN STREET ELEMENTARY SCHOOL, NY",MAIN STREET ELEMENTARY SCHOOL,360001000000,WATERLOO CENTRAL SCHOOL DISTRICT,3600014,SENECA COUNTY,36099,202 WEST MAIN ST,WATERLOO,NY,13165,1994,3155395600,1-Regular school,1-Local school district,1-Currently operational,2-No,42.904337,-76.867424,561006000000,561006000000
"MAIN STREET ELEMENTARY SCHOOL, NY",MAIN STREET ELEMENTARY SCHOOL,362121000000,NORTH SYRACUSE CENTRAL SCHOOL DISTRICT,3621210,ONONDAGA COUNTY,36067,205 SOUTH MAIN ST,NORTH SYRACUSE,NY,13212,3169,3152182200,1-Regular school,1-Local school district,1-Currently operational,2-No,43.134762,-76.129907,420303000000,420303000000
"MAIN STREET SCHOOL, NJ",MAIN STREET SCHOOL,341227000000,CITY OF ORANGE TOWNSHIP,3412270,ESSEX COUNTY,34013,369 MAIN ST,ORANGE,NJ,7050,,9736774000,1-Regular school,1-Local school district,1-Currently operational,2-No,40.773196,-74.232362,105,133880
"MAIN STREET SCHOOL SCHOOL (4-5), NY",MAIN STREET SCHOOL SCHOOL (4-5),361545000000,IRVINGTON UNION FREE SCHOOL DISTRICT,3615450,WESTCHESTER COUNTY,36119,101 MAIN ST,IRVINGTON,NY,10533,2102,9145911961,1-Regular school,1-Local school district,1-Currently operational,2-No,41.039348,-73.868804,660402000000,660402000000
"MAINE MEMORIAL SCHOOL, NY",MAINE MEMORIAL SCHOOL,361815000000,MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,3618150,BROOME COUNTY,36007,2693 MAIN ST,MAINE,NY,13802,218,6078623263,1-Regular school,1-Local school district,1-Currently operational,2-No,42.200699,-76.056996,31101060004,31101060000
"MAINE-ENDWELL MIDDLE SCHOOL, NY",MAINE-ENDWELL MIDDLE SCHOOL,361815000000,MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,3618150,BROOME COUNTY,36007,1119 FARMTOMARKET RD,ENDWELL,NY,13760,1197,6077868271,1-Regular school,1-Local school district,1-Currently operational,2-No,42.135425,-76.023333,31101060005,31101060000
"MAINE-ENDWELL SENIOR HIGH SCHOOL, NY",MAINE-ENDWELL SENIOR HIGH SCHOOL,361815000000,MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,3618150,BROOME COUNTY,36007,750 FARMTOMARKET RD,ENDWELL,NY,13760,1198,6077541400,1-Regular school,1-Local school district,1-Currently operational,2-No,42.128548,-76.023326,31101060006,31101060000
"MAINLAND REG H S, NJ",MAINLAND REG H S,340936000000,MAINLAND REGIONAL,3409360,ATLANTIC COUNTY,34001,1301 OAK AVE,LINWOOD,NJ,8221,1698,6099274151,1-Regular school,1-Local school district,1-Currently operational,2-No,39.345473,-74.575407,50,12910
"MAKE THE GRADE, CT",MAKE THE GRADE,90045001446,BRIDGEPORT SCHOOL DISTRICT,900450,FAIRFIELD COUNTY,9001,86 WHITTIER ST,BRIDGEPORT,CT,6605,,2033398834,4-Alternative/other school,1-Local school district,1-Currently operational,2-No,41.164639,-73.221711,95,15
"MALCOLM S MACKAY, NJ",MALCOLM S MACKAY,341611000000,TENAFLY,3416110,BERGEN COUNTY,34003,111 JEFFERSON AVE,TENAFLY,NJ,7670,,2018167700,1-Regular school,1-Local school district,1-Currently operational,2-No,40.929267,-73.97128,80,35160
"MALCOLM X SHABAZZ HIGH, NJ",MALCOLM X SHABAZZ HIGH,341134000000,NEWARK,3411340,ESSEX COUNTY,34013,80 JOHNSON AVE,NEWARK,NJ,7108,2729,9737336760,1-Regular school,1-Local school district,1-Currently operational,2-No,40.719271,-74.191422,50,133570
"MALONE MIDDLE SCHOOL, NY",MALONE MIDDLE SCHOOL,361818000000,MALONE CENTRAL SCHOOL DISTRICT,3618180,FRANKLIN COUNTY,36033,15 FRANCIS ST,MALONE,NY,12953,1885,5184837801,1-Regular school,1-Local school district,1-Currently operational,2-No,44.846205,-74.29628,161501000000,161501000000
"MALONEY INTERDISTRICT MAGNET SCHOOL, CT",MALONEY INTERDISTRICT MAGNET SCHOOL,90483000541,WATERBURY SCHOOL DISTRICT,904830,NEW HAVEN COUNTY,9009,233 SOUTH ELM ST,WATERBURY,CT,6702,,2035748162,1-Regular school,1-Local school district,1-Currently operational,2-No,41.558916,-73.03551,31,151
"MALTA AVENUE ELEMENTARY SCHOOL, NY",MALTA AVENUE ELEMENTARY SCHOOL,360393000000,BALLSTON SPA CENTRAL SCHOOL DISTRICT,3603930,SARATOGA COUNTY,36091,70 MALTA AVE,BALLSTON SPA,NY,12020,1599,5188847250,1-Regular school,1-Local school district,1-Currently operational,2-No,43.004685,-73.846471,521301000000,521301000000
"MALVERNE SENIOR HIGH SCHOOL, NY",MALVERNE SENIOR HIGH SCHOOL,361821000000,MALVERNE UNION FREE SCHOOL DISTRICT,3618210,NASSAU COUNTY,36059,80 OCEAN AVE,MALVERNE,NY,11565,2242,5168876420,1-Regular school,1-Local school district,1-Currently operational,2-No,40.669597,-73.66123,280212000000,280212000000
"MAMARONECK AVENUE SCHOOL, NY",MAMARONECK AVENUE SCHOOL,361824000000,MAMARONECK UNION FREE SCHOOL DISTRICT,3618240,WESTCHESTER COUNTY,36119,850 MAMARONECK AVE,MAMARONECK,NY,10543,1997,9142203600,1-Regular school,1-Local school district,1-Currently operational,2-No,40.95784,-73.737893,660701000000,660701000000
"MAMARONECK AVENUE SCHOOL, NY",MAMARONECK AVENUE SCHOOL,363126000000,WHITE PLAINS CITY SCHOOL DISTRICT,3631260,WESTCHESTER COUNTY,36119,7 NOSBAND AVE,WHITE PLAINS,NY,10605,2088,9144222286,1-Regular school,1-Local school district,1-Currently operational,2-No,41.021277,-73.759759,662200000000,662200000000
"MAMARONECK HIGH SCHOOL, NY",MAMARONECK HIGH SCHOOL,361824000000,MAMARONECK UNION FREE SCHOOL DISTRICT,3618240,WESTCHESTER COUNTY,36119,1000 WEST BOSTON POST RD,MAMARONECK,NY,10543,3399,9142203100,1-Regular school,1-Local school district,1-Currently operational,2-No,40.940591,-73.742824,660701000000,660701000000
"MANALAPAN  ENGLISHTOWN MID, NJ",MANALAPAN  ENGLISHTOWN MID,340939000000,MANALAPAN-ENGLISHTOWN REG,3409390,MONMOUTH COUNTY,34025,155 MILLHURST RD,ENGLISHTOWN,NJ,7726,4006,7327862650,1-Regular school,1-Local school district,1-Currently operational,2-No,40.285742,-74.356737,60,252920
